Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA,AAPL,GOOG,MSFT,NVDA
Datetime,,,,,,,,,,,,,,,,,,,,
2025-11-25 14:30:00+00:00,278.9049987792969,327.32000732421875,468.3800048828125,171.0749969482422,280.3800048828125,328.6700134277344,474.5,175.0,275.2699890136719,319.79998779296875,464.8918151855469,169.5500030517578,275.29998779296875,326.875,474.3949890136719,174.91000366210938,9723608,13790107,4558757,79887076
2025-11-25 15:30:00+00:00,277.8299865722656,320.67999267578125,472.1499938964844,174.7238006591797,279.6300048828125,328.1000061035156,472.3599853515625,174.8800048828125,277.7799987792969,317.81640625,468.3370056152344,171.0281982421875,278.8900146484375,327.2900085449219,468.3800048828125,171.07000732421875,2840433,6785175,1948411,33770896
2025-11-25 16:30:00+00:00,279.0700988769531,321.4049987792969,475.989990234375,175.53500366210938,279.30999755859375,322.17999267578125,477.05999755859375,175.99000549316406,277.5,318.80999755859375,472.19000244140625,174.13009643554688,277.82000732421875,320.6300048828125,472.20001220703125,174.72000122070312,2504679,2856517,1822911,22733351
2025-11-25 17:30:00+00:00,278.760009765625,324.2300109863281,476.7449951171875,176.2050018310547,279.3699951171875,324.3299865722656,477.20989990234375,176.47999572753906,278.2300109863281,320.5299987792969,475.4200134277344,175.07020568847656,279.0899963378906,321.3699951171875,476.010009765625,175.52999877929688,1925113,2349042,1113246,16279741
2025-11-25 18:30:00+00:00,278.0350036621094,323.00799560546875,476.3800048828125,174.77499389648438,278.7799987792969,324.55999755859375,477.760009765625,176.83999633789062,277.7900085449219,321.8299865722656,476.19000244140625,174.33999633789062,278.7650146484375,324.2200012207031,476.75,176.2050018310547,1727727,2197331,1040166,17449279
2025-11-25 19:30:00+00:00,277.56500244140625,321.7001037597656,477.0885009765625,176.84170532226562,278.1449890136719,323.760009765625,477.3799133300781,176.97000122070312,277.49749755859375,320.92999267578125,475.3949890136719,173.6199951171875,278.0400085449219,323.0050048828125,476.3840026855469,174.77999877929688,1909795,2028088,1286865,23100143
2025-11-25 20:30:00+00:00,276.95001220703125,323.6499938964844,476.92999267578125,177.8000030517578,278.0,324.4700012207031,478.9700012207031,178.16000366210938,276.8599853515625,321.70599365234375,476.739990234375,176.7100067138672,277.55999755859375,321.7900085449219,477.1199951171875,176.84500122070312,2448205,1783916,7486043,15031963
2025-11-26 14:30:00+00:00,277.80999755859375,318.2799987792969,483.239990234375,179.5850067138672,279.0474853515625,324.9849853515625,487.9700012207031,182.91000366210938,276.6300048828125,317.20001220703125,481.2099914550781,178.24000549316406,276.9599914550781,320.7799987792969,486.04998779296875,181.6300048828125,5086107,7913875,4843496,45946959
2025-11-26 15:30:00+00:00,279.0101013183594,319.635009765625,486.7854919433594,180.91000366210938,279.1400146484375,320.45831298828125,487.0050048828125,181.11000061035156,276.80999755859375,317.510009765625,483.29998779296875,179.5850067138672,277.7900085449219,318.2900085449219,483.30999755859375,179.5850067138672,2510611,2653850,1859391,16924615
2025-11-26 16:30:00+00:00,279.0790100097656,319.0899963378906,486.7900085449219,180.77999877929688,279.5299987792969,320.20599365234375,488.3030090332031,181.72999572753906,278.8699951171875,318.489990234375,486.3299865722656,180.125,279.0299987792969,319.6600036621094,486.8399963378906,180.9199981689453,2586354,1991156,1474580,14050216
2025-11-26 17:30:00+00:00,278.54998779296875,319.6300048828125,486.83160400390625,180.80999755859375,279.2900085449219,319.7900085449219,487.82000732421875,181.5,278.0950012207031,318.2699890136719,485.6300048828125,180.38999938964844,279.07000732421875,319.0899963378906,486.8299865722656,180.78030395507812,1871279,1462437,1283809,11563205
2025-11-26 18:30:00+00:00,278.260009765625,319.1499938964844,486.82000732421875,180.5500030517578,278.581787109375,319.6700134277344,487.18499755859375,180.84500122070312,277.92498779296875,318.82000732421875,485.8500061035156,179.793701171875,278.55999755859375,319.6300048828125,486.8299865722656,180.80999755859375,1426945,1134959,1100010,10619635
2025-11-26 19:30:00+00:00,278.0799865722656,319.6520080566406,487.25,180.50999450683594,278.94000244140625,319.7850036621094,487.67999267578125,180.75999450683594,278.010009765625,318.70001220703125,485.5899963378906,179.92999267578125,278.2601013183594,319.1700134277344,486.9179992675781,180.5500030517578,1953254,1298734,1214849,10611517
2025-11-26 20:30:00+00:00,277.4700012207031,320.2799987792969,485.489990234375,180.19000244140625,278.29998779296875,320.79998779296875,487.6300048828125,180.75,277.1499938964844,319.5,485.0,179.875,278.07000732421875,319.6499938964844,487.239990234375,180.5050048828125,9116002,1926714,1838870,9278599
2025-11-28 14:30:00+00:00,276.260009765625,318.0799865722656,490.5799865722656,177.2899932861328,278.23919677734375,326.8800048828125,491.79998779296875,179.2899932861328,276.0199890136719,317.40008544921875,486.6499938964844,176.97000122070312,277.260009765625,323.25,487.5950012207031,178.7895965576172,4040463,6500875,3707413,30011592
2025-11-28 15:30:00+00:00,276.25,317.4700012207031,491.29998779296875,177.08140563964844,276.9198913574219,319.4967041015625,492.6300048828125,178.0800018310547,275.989990234375,316.94000244140625,490.54998779296875,176.75,276.2900085449219,318.1199035644531,490.5799865722656,177.24000549316406,1743837,2420683,1310232,17490994
2025-11-28 16:30:00+00:00,277.04998779296875,319.7200012207031,491.1449890136719,177.1342010498047,277.16009521484375,320.1050109863281,492.4200134277344,177.33999633789062,275.98651123046875,317.2101135253906,490.8900146484375,176.53140258789062,276.2449951171875,317.45001220703125,491.3399963378906,177.0850067138672,1791406,1624828,1045697,14456367
2025-12-01 14:30:00+00:00,278.14208984375,317.010009765625,486.79998779296875,178.86000061035156,278.7699890136719,319.6300048828125,488.7591857910156,179.13999938964844,276.1400146484375,314.4100036621094,484.6474914550781,173.67999267578125,278.1499938964844,317.2699890136719,487.9599914550781,174.6999969482422,5114373,5378317,3532361,41192309
2025-12-01 15:30:00+00:00,277.9200134277344,316.81500244140625,488.30499267578125,178.9600067138672,278.4801025390625,318.6300048828125,489.0174865722656,180.00999450683594,277.30499267578125,315.4700012207031,485.7001037597656,178.22000122070312,278.1000061035156,316.9800109863281,486.7900085449219,178.85000610351562,1731132,1936805,1278138,19055485
2025-12-01 16:30:00+00:00,279.7705078125,317.82501220703125,488.9100036621094,179.8350067138672,279.8900146484375,318.3299865722656,489.8598937988281,180.0800018310547,277.8900146484375,316.78009033203125,487.6600036621094,178.8300018310547,277.8999938964844,316.9049987792969,488.2900085449219,178.94000244140625,2091919,1200955,785583,13512472
2025-12-01 17:30:00+00:00,280.58819580078125,317.2817077636719,488.6650085449219,179.40499877929688,280.6400146484375,318.4779968261719,489.3900146484375,180.3000030517578,279.4599914550781,317.2250061035156,488.4949951171875,179.1699981689453,279.7749938964844,317.80999755859375,488.8900146484375,179.8350067138672,2222347,1157280,787685,11026020
2025-12-01 18:30:00+00:00,280.8900146484375,316.2300109863281,487.8599853515625,179.08999633789062,281.2200012207031,317.989990234375,489.05999755859375,179.9853973388672,280.45001220703125,315.9117126464844,487.7699890136719,178.86000061035156,280.590087890625,317.32000732421875,488.6700134277344,179.41000366210938,2919865,1335415,822496,9463328
2025-12-01 19:30:00+00:00,281.9100036621094,316.71990966796875,487.80999755859375,179.37989807128906,281.94000244140625,316.8346862792969,487.94989013671875,179.47999572753906,280.7099914550781,315.510009765625,486.760009765625,178.62489318847656,280.8800048828125,316.239990234375,487.8399963378906,179.08999633789062,2916696,1291824,898825,10803646
2025-12-01 20:30:00+00:00,283.32000732421875,315.2300109863281,486.8299865722656,179.99000549316406,283.4100036621094,316.75,488.1300048828125,180.0,281.7300109863281,314.0400085449219,485.6700134277344,179.22000122070312,281.9200134277344,316.69000244140625,487.80999755859375,179.3800048828125,5357873,2541283,1956383,9755933
2025-12-02 14:30:00+00:00,284.57000732421875,316.5769958496094,490.5249938964844,183.2550048828125,285.3089904785156,318.6000061035156,491.510009765625,185.66000366210938,282.7300109863281,314.7070007324219,486.32000732421875,182.07009887695312,283.0,316.8999938964844,487.25,182.25,7878173,3727937,2890468,40993279
2025-12-02 15:30:00+00:00,285.5400085449219,314.860107421875,489.6000061035156,180.55999755859375,287.3999938964844,318.4800109863281,492.2799987792969,184.63999938964844,284.1499938964844,314.2200012207031,489.4512939453125,180.1699981689453,284.5400085449219,316.5880126953125,490.54998779296875,183.22500610351562,6214915,2203455,1563473,26987007
2025-12-02 16:30:00+00:00,285.8699951171875,315.989990234375,493.2099914550781,182.16000366210938,285.9999084472656,316.20001220703125,493.4999084472656,182.25999450683594,284.8299865722656,314.40008544921875,489.0400085449219,180.0,285.5400085449219,314.80999755859375,489.5799865722656,180.52999877929688,2847056,1186186,1011496,16599118
2025-12-02 17:30:00+00:00,285.2149963378906,316.5,490.0899963378906,181.71499633789062,286.3399963378906,316.70001220703125,493.45001220703125,182.3800048828125,284.94000244140625,314.45001220703125,489.6700134277344,181.08009338378906,285.8800048828125,316.010009765625,493.2149963378906,182.16000366210938,2725658,1275012,1015404,11681277
2025-12-02 18:30:00+00:00,285.625,316.8843078613281,489.8485107421875,181.0,286.1300048828125,317.2699890136719,490.6799011230469,181.84500122070312,285.0150146484375,316.05999755859375,489.1449890136719,180.75,285.20001220703125,316.42999267578125,490.07000732421875,181.7100067138672,2146948,777753,796444,8886453
2025-12-02 19:30:00+00:00,286.239990234375,316.0,490.2300109863281,181.42999267578125,286.82000732421875,317.260009765625,490.4800109863281,181.77999877929688,285.5801086425781,315.739990234375,489.5799865722656,180.93499755859375,285.6000061035156,316.80999755859375,489.80999755859375,180.97999572753906,13098589,819999,780550,8959159
2025-12-02 20:30:00+00:00,286.2300109863281,316.07000732421875,490.05999755859375,181.36000061035156,286.6099853515625,316.30999755859375,490.82000732421875,181.6999969482422,285.7099914550781,315.30999755859375,488.5299987792969,181.0,286.239990234375,315.9599914550781,490.2300109863281,181.41749572753906,3132652,1187811,1093944,44710145
