Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2025-11-05 14:30:00+00:00,269.0101013183594,283.7087097167969,514.25,269.58990478515625,285.41180419921875,514.8300170898438,266.92999267578125,277.8800048828125,511.1099853515625,268.5899963378906,279.3800048828125,513.3200073242188,7995553,3637033,2532951
2025-11-05 15:30:00+00:00,270.2900085449219,283.9800109863281,510.1000061035156,270.3800048828125,284.82501220703125,514.3150024414062,268.760009765625,282.6600036621094,508.760009765625,268.989990234375,283.69500732421875,514.280029296875,2169435,1199056,1818451
2025-11-05 16:30:00+00:00,269.9700012207031,283.5299987792969,508.7300109863281,270.4700012207031,285.30499267578125,510.1000061035156,269.5,283.32501220703125,508.2200012207031,270.2799987792969,284.0,510.04998779296875,1631841,1146936,1649556
2025-11-05 17:30:00+00:00,270.1199951171875,283.864013671875,508.8450012207031,270.7900085449219,283.9547119140625,509.6300048828125,269.92999267578125,283.1099853515625,508.2681884765625,269.9700012207031,283.5799865722656,508.7598876953125,1426592,816093,1161479
2025-11-05 18:30:00+00:00,270.42999267578125,284.4200134277344,508.42999267578125,271.70001220703125,286.67999267578125,509.55999755859375,269.7699890136719,283.3294982910156,507.7793884277344,270.1099853515625,283.885009765625,508.8399963378906,2651761,1827084,1249553
2025-11-05 19:30:00+00:00,269.6000061035156,284.4100036621094,507.80499267578125,271.5,284.81939697265625,508.4599914550781,269.5299987792969,283.4599914550781,507.5400085449219,270.4100036621094,284.3900146484375,508.4117126464844,2282746,1022565,1484425
2025-11-05 20:30:00+00:00,270.1099853515625,284.7799987792969,506.989990234375,270.3999938964844,285.3900146484375,508.1499938964844,268.9949951171875,284.385009765625,506.6050109863281,269.6099853515625,284.42999267578125,507.82000732421875,3567904,1536190,2456430
2025-11-06 14:30:00+00:00,272.82000732421875,285.2099914550781,501.2650146484375,272.82000732421875,288.80999755859375,505.70001220703125,267.8900146484375,284.2699890136719,498.5,267.8900146484375,285.7349853515625,505.3599853515625,6762187,4960015,4315178
2025-11-06 15:30:00+00:00,272.1814880371094,284.1907043457031,498.1950988769531,273.3999938964844,285.3399963378906,501.44000244140625,271.55010986328125,281.6199951171875,495.80999755859375,272.8280029296875,285.2300109863281,501.3996887207031,5580072,1908302,2786191
2025-11-06 16:30:00+00:00,271.42498779296875,285.4949951171875,497.6700134277344,272.2200012207031,285.5342102050781,498.54998779296875,270.3900146484375,283.42999267578125,496.8500061035156,272.17999267578125,284.2596130371094,498.20001220703125,3198033,1589151,1444250
2025-11-06 17:30:00+00:00,271.3500061035156,285.94000244140625,497.6000061035156,272.56500244140625,286.92999267578125,498.3500061035156,270.9200134277344,284.94000244140625,496.45001220703125,271.4200134277344,285.45001220703125,497.6964111328125,2621839,1137746,1178727
2025-11-06 18:30:00+00:00,271.9901123046875,287.5696105957031,499.7099914550781,272.1600036621094,287.79998779296875,500.0,271.0203857421875,285.6099853515625,497.5799865722656,271.3699951171875,285.92999267578125,497.5799865722656,1783486,1058616,1110075
2025-11-06 19:30:00+00:00,271.2099914550781,285.8349914550781,498.82000732421875,272.20001220703125,287.7200012207031,500.67999267578125,270.7349853515625,285.489990234375,498.5950012207031,272.0050048828125,287.53009033203125,499.69500732421875,2198935,992507,1378318
2025-11-06 20:30:00+00:00,269.6600036621094,285.3500061035156,497.3599853515625,271.52020263671875,286.3299865722656,499.114990234375,269.5950012207031,284.80999755859375,496.1499938964844,271.20001220703125,285.8500061035156,498.80999755859375,14262779,8286741,2904840
2025-11-07 14:30:00+00:00,271.5799865722656,278.7900085449219,496.0284118652344,272.2900085449219,284.5,499.37701416015625,267.2699890136719,276.3900146484375,493.25,269.7950134277344,284.17999267578125,496.67999267578125,7855390,4694504,3751026
2025-11-07 15:30:00+00:00,269.5299987792969,277.1709899902344,495.19000244140625,271.9700012207031,279.11248779296875,496.82000732421875,269.4800109863281,276.3699951171875,493.8699951171875,271.55999755859375,278.760986328125,496.05999755859375,3991205,2407170,1522456
2025-11-07 16:30:00+00:00,269.1099853515625,277.8699951171875,494.8550109863281,269.8900146484375,278.2699890136719,495.69000244140625,268.32000732421875,275.739990234375,494.17999267578125,269.5199890136719,277.17498779296875,495.19000244140625,3276263,1326205,1209896
2025-11-07 17:30:00+00:00,268.45001220703125,278.1033935546875,495.57501220703125,269.1400146484375,278.3629150390625,495.5799865722656,268.0588073730469,277.07000732421875,493.6099853515625,269.114990234375,277.8500061035156,494.81500244140625,2041690,961157,1001105
2025-11-07 18:30:00+00:00,267.25,277.82000732421875,495.7699890136719,268.6600036621094,278.3900146484375,496.6400146484375,267.0950012207031,277.0400085449219,494.55999755859375,268.45001220703125,278.1000061035156,495.57501220703125,2217548,887889,1061095
2025-11-07 19:30:00+00:00,267.7598876953125,278.9909973144531,496.7025146484375,268.5,280.0899963378906,497.4599914550781,266.7799987792969,277.8599853515625,495.1499938964844,267.260009765625,277.8599853515625,495.7900085449219,3921327,1213164,1645935
2025-11-07 20:30:00+00:00,268.4200134277344,279.6300048828125,496.9200134277344,268.5799865722656,279.82000732421875,498.29998779296875,267.69000244140625,278.79998779296875,495.6099853515625,267.760009765625,278.989990234375,496.7300109863281,3276821,1389312,2409941
2025-11-10 14:30:00+00:00,271.85699462890625,288.7200012207031,504.5,273.7300109863281,290.42999267578125,506.489990234375,268.95001220703125,283.5400085449219,498.79998779296875,268.95001220703125,285.2099914550781,499.8500061035156,7030981,4164797,3813082
2025-11-10 15:30:00+00:00,269.06640625,286.96551513671875,502.07501220703125,271.989990234375,289.2698974609375,504.6700134277344,269.04998779296875,286.19000244140625,501.5799865722656,271.8299865722656,288.7049865722656,504.5,3083676,1570763,1363021
2025-11-10 16:30:00+00:00,269.0799865722656,287.30999755859375,501.3349914550781,269.7587890625,287.5799865722656,502.2098083496094,268.489990234375,286.2001037597656,499.989990234375,269.0400085449219,286.94500732421875,502.07501220703125,2346213,892605,1363650
2025-11-10 17:30:00+00:00,269.7300109863281,288.8399963378906,504.47198486328125,270.2300109863281,289.3299865722656,504.73431396484375,269.010009765625,287.260009765625,501.29998779296875,269.07000732421875,287.3399963378906,501.3714904785156,1807442,743976,1000194
2025-11-10 18:30:00+00:00,269.6600036621094,291.1000061035156,504.80010986328125,270.3077087402344,291.42999267578125,505.92999267578125,267.4549865722656,288.8500061035156,503.9599914550781,269.7099914550781,288.8699951171875,504.510009765625,3188667,1315791,1033927
2025-11-10 19:30:00+00:00,269.11859130859375,290.55999755859375,505.80999755859375,269.80999755859375,291.4595031738281,506.7699890136719,269.04998779296875,290.4200134277344,504.8299865722656,269.6300048828125,291.0899963378906,504.8500061035156,2248210,1095959,1169626
2025-11-10 20:30:00+00:00,269.3599853515625,290.5899963378906,506.0,269.6000061035156,291.2388000488281,506.7099914550781,268.760009765625,290.42999267578125,505.0199890136719,269.1000061035156,290.5400085449219,505.80999755859375,2892894,1716713,10316610
2025-11-11 14:30:00+00:00,274.1000061035156,289.4599914550781,504.7294921875,274.739990234375,291.6940002441406,506.20001220703125,269.79998779296875,287.8800048828125,502.6000061035156,269.80999755859375,288.20001220703125,504.79998779296875,9244708,2757570,1795578
2025-11-11 15:30:00+00:00,272.5,289.1499938964844,503.45001220703125,274.3460998535156,290.3550109863281,504.82000732421875,272.42999267578125,288.7900085449219,502.3487854003906,274.1000061035156,289.4049987792969,504.7200012207031,3452496,975039,1090927
2025-11-11 16:30:00+00:00,273.31500244140625,290.0199890136719,504.70001220703125,273.614990234375,290.6000061035156,505.44000244140625,271.7799987792969,288.7699890136719,502.95001220703125,272.510009765625,289.17999267578125,503.45001220703125,2525614,831517,681031
2025-11-11 17:30:00+00:00,274.4800109863281,289.7900085449219,506.6300048828125,274.70001220703125,290.20001220703125,506.7900085449219,273.0299987792969,289.2699890136719,504.3399963378906,273.3299865722656,290.0299987792969,504.7049865722656,2634766,2614077,662169
2025-11-11 18:30:00+00:00,275.32000732421875,290.5899963378906,509.159912109375,275.6600036621094,291.69000244140625,509.2013854980469,274.1600036621094,289.4200134277344,506.6116943359375,274.489990234375,289.79998779296875,506.70001220703125,10240188,1003383,1020976
2025-11-11 19:30:00+00:00,275.25,291.2099914550781,508.9200134277344,275.760009765625,291.3399963378906,509.55999755859375,275.04998779296875,290.5299987792969,508.6400146484375,275.3299865722656,290.5899963378906,509.1499938964844,2653431,756962,3058179
2025-11-11 20:30:00+00:00,275.29998779296875,291.7099914550781,508.82000732421875,275.8450012207031,292.3399963378906,509.6000061035156,274.79998779296875,291.080810546875,508.0299987792969,275.239990234375,291.2300109863281,508.9100036621094,4039713,4898248,3901049
